Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
protein polyubiquitination (GO:0000209)	77/283	0.00255790644381624	0.233089224692755	0	0	1.34795544044444	8.04536121415432	TNFAIP3;BRCA1;HERC5;PSMD8;NPEPPS;TRIM5;PSMD2;PSMD3;FBXO4;PSMD1;FBXO6;BTRC;SKP2;UNKL;RNF111;HERC6;MYLIP;FBXW5;NHLRC3;UBE4A;LMO7;FBXO11;TOPORS;DDB2;KLHL42;RNF144A;RNF144B;RNF125;CDC34;NHLRC1;UBA52;PRKN;PSMD11;CBFB;PSMD13;TNKS;NEDD4L;RNF5;FBXO41;PSMB10;ANAPC11;PSMB6;FBXL20;FZR1;ZNRF2;RNF213;PSMB5;C18ORF25;RNF216;HECTD2;RNF138;PSMF1;LONRF1;LONRF2;SASH1;BARD1;UBE2H;HACE1;ANKIB1;SMURF2;UBE2C;SIAH2;AMFR;MIB2;LNPEP;UBE2G2;PSMB9;RNF145;PSMC5;UBOX5;PSMC3;PSMC4;NEDD4;UBE2O;TPP2;TRIM32;DZIP3
vesicle-mediated transport between endosomal compartments (GO:0098927)	11/23	0.00268472071539386	0.240353154572892	0	0	2.3693875133278	14.0271971876425	WDR81;SNX16;HOOK1;AKTIP;STX8;EMP2;PIK3C3;SNF8;HOOK3;RILP;RAB5A
peroxisome organization (GO:0007031)	11/23	0.00268472071539386	0.236209134666463	0	0	2.3693875133278	14.0271971876425	FIS1;PEX7;ABCD3;PEX11A;PEX6;LONP2;PEX2;PEX1;MFF;DNM1L;ABCD1
fatty acid oxidation (GO:0019395)	19/50	0.00276880288521585	0.23947798513994	0	0	1.88258607877136	11.087189918094	ABCD3;ACAA2;ECI1;ACSM1;HSD17B4;PEX2;ALOX12;CROT;ADIPOR1;ADIPOR2;ALDH3A2;ACOX1;CYP4V2;EHHADH;HADH;ABCD1;ACADS;SLC27A2;DECR1
rRNA metabolic process (GO:0016072)	57/200	0.00295129300469241	0.25100747004909	0	0	1.41193955907852	8.22527070064527	LTV1;RPL3;DDX49;RPLP1;WDR3;RRP1;DIS3L;MRPS12;PWP2;RPL8;WDR46;RRP9;FBL;RPS16;RPL18A;NOB1;RIOK1;TEX10;DDX56;WDR75;IMP4;CSNK1D;SIRT7;EBNA1BP2;SLFN14;SBDS;RPP25;UBA52;NOL8;NOC4L;RPF1;RRP7A;EXOSC7;EXOSC5;EXOSC4;EXOSC9;PES1;DHX37;UTP20;RPS2;LYAR;RPL17;MDN1;DCAF13;NOP56;NOP14;UTP4;CAVIN1;RIOK3;WDR18;RPP40;WDR55;BYSL;RCL1;BOP1;TSR1;RPS21
regulation of cholesterol biosynthetic process (GO:0045540)	16/40	0.0032062185821752	0.268218580735083	0	0	1.98166955660144	11.380060536091	IDI1;SREBF1;HMGCS1;CYP51A1;HMGCR;ERLIN2;ACACB;LSS;TM7SF2;SEC14L2;SQLE;SP1;SCD;FASN;APOE;MBTPS2
fatty acid biosynthetic process (GO:0006633)	18/47	0.00320711642949349	0.263966373221053	0	0	1.89734319249074	10.895271396428	ELOVL1;HACD1;ABCD3;ACSM3;ABHD3;ELOVL5;ABHD2;ACSM1;ELOVL2;LPL;LIAS;HACD3;HACD2;HACD4;FADS3;SCD;DECR2;FADS1
regulation of amyloid precursor protein biosynthetic process (GO:0042984)	6/9	0.00321484201714152	0.260402203388463	0	0	3.30278259433573	18.9578963316084	NECAB1;SOAT1;ABCA7;ITM2A;ITM2B;ITM2C
mitochondrion morphogenesis (GO:0070584)	6/9	0.00321484201714152	0.256333418960519	0	0	3.30278259433573	18.9578963316084	SUPV3L1;FIS1;NUBPL;MFF;DNM1L;MTM1
ribosome biogenesis (GO:0042254)	63/226	0.00327084166475401	0.256786231003688	0	0	1.38103077506516	7.90323577820248	LTV1;RPL3;DDX49;PAK1IP1;RPLP1;WDR3;RRP1;DIS3L;MRPS12;MRPL36;PWP2;RPL8;WDR46;RRP9;FBL;RPS16;RPL18A;NOB1;RIOK1;TEX10;DDX56;WDR74;WDR75;IMP4;CSNK1D;URB2;GNL2;EBNA1BP2;SBDS;RPP25;UBA52;NOL8;NOC4L;RPF2;RPF1;RRP7A;EXOSC7;EXOSC5;EXOSC4;EXOSC9;PES1;DHX37;RRS1;UTP20;RPS2;LYAR;RPL17;MDN1;DCAF13;NOP56;NOP14;UTP4;NOP16;RIOK3;WDR18;RPP40;WDR55;BYSL;RCL1;BOP1;GNL3L;TSR1;RPS21
fatty-acyl-CoA biosynthetic process (GO:0046949)	13/30	0.00336268309502912	0.259996542938388	0	0	2.14680868631822	12.2261099967441	ELOVL1;HACD1;ELOVL5;ACSL1;ELOVL2;ACSL6;ACSL5;ACSL4;HSD17B12;HACD2;SCD;FASN;ACSBG1
protein N-linked glycosylation (GO:0006487)	25/73	0.00348496140303548	0.265429224472986	0	0	1.69663489435054	9.6017629902853	ST6GALNAC1;VCP;TUSC3;CCDC126;LMAN1;MGAT5;ST3GAL4;MAN1C1;ST3GAL5;MGAT2;UGGT2;NUDT14;ST3GAL1;ALG8;ST6GAL1;ALG6;PMM2;MOGS;UBE2G2;DPM2;DAD1;STT3A;STT3B;ST6GALNAC4;ST6GALNAC6
cellular protein catabolic process (GO:0044257)	22/62	0.00363804499858573	0.273013876879162	0	0	1.75793267117869	9.8730927835417	PRKN;MYLIP;BNIP3L;SIAH2;BNIP3;CTSZ;HTRA2;DENND3;IDE;VLDLR;UBE2G2;RNF5;CTSS;SCPEP1;RNF123;RAB12;CAPN2;LONP1;CTSH;CPVL;AP2M1;CTSB
regulation of peptidyl-threonine phosphorylation (GO:0010799)	15/37	0.00366674690711136	0.271179847347671	0	0	2.00844887493389	11.2642859187656	APP;DMTN;SPHK1;AXIN1;AZU1;SPRED1;TRIM6;PARD3;DDIT4;WNK3;INPP5K;SPRY2;CALM1;CALM2;EIF4G1
protein N-linked glycosylation via asparagine (GO:0018279)	17/44	0.00371066467681248	0.27050745493963	0	0	1.91411263989911	10.7124161082787	ST6GALNAC1;VCP;ST6GAL1;TUSC3;UBE2G2;LMAN1;DPM2;DAD1;ST3GAL4;STT3A;ST3GAL5;STT3B;UGGT2;ST3GAL1;NUDT14;ST6GALNAC4;ST6GALNAC6
negative regulation of cell death (GO:0060548)	27/81	0.00377961585563753	0.271653235370681	0	0	1.65139129716786	9.21168012551825	PRKN;LRPAP1;LRRK2;VPS4B;AMIGO2;HTRA2;TXNDC12;TM7SF3;FGF2;GPNMB;NUP62;APOE;DCPS;SNCA;BNIP3L;BNIP3;PARP16;BTBD10;POU4F1;SORL1;IMPACT;PSMC5;ALB;CTNNB1;HSPA1B;HSPA1A;EIF4G1
positive regulation of protein catabolic process (GO:0045732)	27/81	0.00377961585563753	0.26788027376831	0	0	1.65139129716786	9.21168012551825	PRKN;VCP;LRP1;TNFAIP3;NEDD4L;IDE;SNX33;OAZ2;FOXO1;FZR1;PACSIN3;SNX9;APOE;RILP;BARD1;SMURF2;PLK2;AXIN1;SNF8;TNFRSF1B;SORL1;NEDD4;ASB9;ADAM8;TRIM32;VPS28;GPLD1
DNA recombination (GO:0006310)	20/55	0.00394132733571487	0.275514978002095	0	0	1.80151777872858	9.97363068915942	GEN1;BARD1;RPA1;HMGB3;NUCKS1;HMGB1;BRCA1;RAD54B;RAD51B;SUPV3L1;RAD51AP1;RECQL4;RAD51D;BRIP1;WRN;RAD51C;RAD51;RAD21;RBBP8;CENPS
fatty acid elongation (GO:0030497)	7/12	0.0041114582106993	0.28352393579998	0	0	2.88993477004376	15.8772366539757	ELOVL1;HACD1;ELOVL5;ELOVL2;HACD3;HACD2;HACD4
nonribosomal peptide biosynthetic process (GO:0019184)	7/12	0.0041114582106993	0.27974361665598	0	0	2.88993477004376	15.8772366539757	GCLC;MGST2;CHAC1;HAGH;OPLAH;GCLM;CNDP2
plasma membrane tubulation (GO:0097320)	7/12	0.0041114582106993	0.276062779594717	0	0	2.88993477004376	15.8772366539757	CAVIN2;MICALL1;PACSIN2;PACSIN3;SNX9;SNX33;FNBP1L
endosome transport via multivesicular body sorting pathway (GO:0032509)	7/12	0.0041114582106993	0.27247754869089	0	0	2.88993477004376	15.8772366539757	LAPTM4B;VCP;VPS4B;LEPROTL1;SNF8;RILP;UBXN6
regulation of alcohol biosynthetic process (GO:1902930)	14/34	0.00417727806973401	0.27329038448529	0	0	2.03995395532501	11.1750624279272	IDI1;SREBF1;HMGCS1;CYP51A1;HMGCR;ACACB;LSS;TM7SF2;SEC14L2;SQLE;SP1;SCD;FASN;MBTPS2
intrinsic apoptotic signaling pathway (GO:0097193)	32/101	0.00420871100927029	0.2718614212697	0	0	1.56963925275361	8.58686669375767	ERO1A;CEBPB;ITPR1;HTRA2;BRCA1;KRCC1;CRIP1;PYCARD;STK11;BCL2L11;ZMAT3;CASP4;ARL6IP5;ZNF385B;CHAC1;IKBKE;FNIP2;PDK2;MOAP1;APAF1;BNIP3;TNFRSF10B;POU4F1;HIC1;TOPORS;HIPK2;STK24;MYBBP1A;TMEM117;DNAJC10;TRIB3;BCL2L1
mitotic spindle organization (GO:0007052)	25/74	0.0042714974363745	0.272468142722738	0	0	1.67370739577824	9.13139745452977	GPSM2;INTS13;TNKS;BCCIP;KIF11;WDR62;AURKB;AURKA;NUF2;MYBL2;CEP192;PCNT;PIBF1;MAP9;PLK2;TUBG2;TUBG1;EML1;NDC80;KIF2A;EFHC1;SBDS;BIRC7;BIRC3;SPC25
regulation of cholesterol metabolic process (GO:0090181)	16/41	0.0042871352913664	0.270089523356083	0	0	1.93333615278189	10.5408126698214	IDI1;SREBF1;HMGCS1;CYP51A1;HMGCR;ACACB;LSS;TM7SF2;SEC14L2;SQLE;SCD;SP1;FASN;APOE;LDLRAP1;MBTPS2
unsaturated fatty acid biosynthetic process (GO:0006636)	8/15	0.00448648296242516	0.279201494600678	0	0	2.64222607546858	14.2856872298008	FADS3;HPGD;SCD;ALOX5;ALOX12B;ALOX12;DECR2;FADS1
porphyrin-containing compound biosynthetic process (GO:0006779)	9/18	0.00451950961182479	0.277868163242674	0	0	2.4770869457518	13.3746638196257	ALAS2;ALAS1;FECH;ABCB6;UROD;UROS;HMBS;CPOX;NFE2L1
peptidyl-asparagine modification (GO:0018196)	17/45	0.00485950803498223	0.29521511312517	0	0	1.87157680345691	9.96954914271645	ST6GALNAC1;VCP;ST6GAL1;TUSC3;UBE2G2;LMAN1;DPM2;DAD1;ST3GAL4;STT3A;ST3GAL5;STT3B;UGGT2;ST3GAL1;NUDT14;ST6GALNAC4;ST6GALNAC6
negative regulation of keratinocyte proliferation (GO:0010839)	5/7	0.00486634085808018	0.292152204691566	0	0	3.53869563678828	18.8450157052508	KLF9;SNAI2;CASK;EPPK1;PTPRK
protein C-linked glycosylation via tryptophan (GO:0018317)	5/7	0.00486634085808018	0.288755086032362	0	0	3.53869563678828	18.8450157052508	DPY19L1;DPY19L2;DPY19L4;DPY19L2P1;DPY19L2P2
protein C-linked glycosylation via 2'-alpha-mannosyl-L-tryptophan (GO:0018406)	5/7	0.00486634085808018	0.285436062054979	0	0	3.53869563678828	18.8450157052508	DPY19L1;DPY19L2;DPY19L4;DPY19L2P1;DPY19L2P2
endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000447)	5/7	0.00486634085808018	0.282192470440718	0	0	3.53869563678828	18.8450157052508	NOP14;RRS1;UTP20;KRI1;RPS21
regulation of establishment of protein localization (GO:0070201)	5/7	0.00486634085808018	0.279021768525653	0	0	3.53869563678828	18.8450157052508	PTP4A3;KIAA0586;GAPVD1;CEP290;SPIDR
xenobiotic catabolic process (GO:0042178)	5/7	0.00486634085808018	0.275921526653146	0	0	3.53869563678828	18.8450157052508	GSTM4;GSTM3;GSTM2;GSTO1;CRYZ
negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway (GO:1901029)	5/7	0.00486634085808018	0.27288942196465	0	0	3.53869563678828	18.8450157052508	ACAA2;MPV17L;FZD9;TMEM14A;HSPA1A
regulation of fatty acid biosynthetic process (GO:0042304)	12/28	0.00533058679800678	0.295673743806833	0	0	2.12321738207297	11.1135439048011	MLXIPL;LPGAT1;ELOVL5;MID1IP1;NR1H2;APOC1;PDK4;TRIB3;BRCA1;ERLIN2;ADIPOR1;ADIPOR2
canonical glycolysis (GO:0061621)	11/25	0.00594561664291268	0.326241739019176	0	0	2.17983651226158	11.1718823533309	PKM;PKLR;ALDOC;BPGM;ENO2;ALDOA;ENO3;PFKM;GAPDH;PFKP;HK1
peptidyl-tyrosine dephosphorylation (GO:0035335)	11/25	0.00594561664291268	0.3227710822211	0	0	2.17983651226158	11.1718823533309	DUSP5;DUSP3;UBASH3B;DUSP1;PGP;PTPN9;PTPRJ;PTPN6;PTPN12;PTPRF;PTPN2
glycolytic process through glucose-6-phosphate (GO:0061620)	11/25	0.00594561664291268	0.319373491881931	0	0	2.17983651226158	11.1718823533309	PKM;PKLR;ALDOC;BPGM;ENO2;ALDOA;ENO3;PFKM;GAPDH;PFKP;HK1
glucose catabolic process to pyruvate (GO:0061718)	11/25	0.00594561664291268	0.316046684674827	0	0	2.17983651226158	11.1718823533309	PKM;PKLR;ALDOC;BPGM;ENO2;ALDOA;ENO3;PFKM;GAPDH;PFKP;HK1
lysosomal transport (GO:0007041)	24/72	0.00610655375012669	0.321255090586562	0	0	1.65139129716786	8.4194413331269	SCARB2;PRKN;HGSNAT;AKTIP;NCOA4;DENND3;HOOK3;SORL1;RHOB;MTM1;GAK;VAMP7;LAMP1;NPC1;SNX16;HOOK1;RAB12;NEDD4;KIF13A;ANKFY1;TMEM106B;VPS54;RILP;SCYL2
pyruvate metabolic process (GO:0006090)	17/46	0.00628306937286744	0.327168398058598	0	0	1.83089035120785	9.28242488421793	PFKFB2;PKLR;PDHB;BPGM;CELSR1;ENO2;HK1;LDHA;PKM;BSG;SLC16A8;ME3;HAGH;PCK1;ALDOA;SLC16A3;PFKM
nucleic acid-templated transcription (GO:0097659)	25/76	0.00629309720718113	0.324380556042882	0	0	1.62966246431039	8.25962140933562	CEBPA;THRB;LDB1;GTF3C6;SCX;AKR1B1;ASH2L;NR3C1;PWP1;TERT;POLR2A;POLR2C;NUP62;POLR2H;POLR2K;NFE2;SWT1;ARNT;BAZ1B;TOPORS;PPP5C;POLR3A;RRAGC;TCF3;NFKBIB
negative regulation of MAPK cascade (GO:0043409)	26/80	0.00644737243273361	0.329009415242396	0	0	1.61010651473867	8.12151026471056	PTPRR;GSTP1;PTEN;PTPRJ;FOXO1;FLCN;UCHL1;SPRED1;RGS2;HYAL2;TIMP3;INPP5K;APOE;LYN;SMAD4;DUSP3;DUSP1;LMO3;IRAK3;SYNJ2BP;SORL1;DLG1;CNKSR3;NF1;SPRY2;PTPN2
positive regulation of erythrocyte differentiation (GO:0045648)	10/22	0.00654461776507463	0.330665192625503	0	0	2.25189722341072	11.3250439849208	FAM210B;PRMT1;TAL1;ARNT;FOXO3;ACVR1B;MAPK14;GATA1;HSPA1B;HSPA1A
regulation of interferon-gamma-mediated signaling pathway (GO:0060334)	10/22	0.00654461776507463	0.327423377011528	0	0	2.25189722341072	11.3250439849208	ARG1;IFNGR1;IFNGR2;NR1H2;NLRC5;PARP14;PARP9;JAK2;PTPN2;JAK1
Golgi to plasma membrane transport (GO:0006893)	15/39	0.00655889305611128	0.32495175985763	0	0	1.90545149673215	9.57857783142667	BBS2;MACF1;OSBPL5;EXOC6B;ANK3;COMMD1;RAB31;KIF13A;EXOC4;STXBP6;CCDC22;ABCD1;SPTBN1;LLGL1;EXOC1
regulation of cellular ketone metabolic process (GO:0010565)	21/61	0.0066078319873664	0.32422852530318	0	0	1.70553527412419	8.56093374346921	NQO1;PSMD11;PSMD13;SIRT5;OAZ2;PSMB10;AZIN1;PSMB9;PSMD8;PSMB6;PSMC5;PSMB5;PSMC3;PSMC4;PSMD2;PSMD3;PDK4;PSMD1;PSMF1;FGFR4;PDK2
negative regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway (GO:0039532)	6/10	0.00666688285658972	0.32401050683026	0	0	2.97250433490215	14.8940387400553	NPLOC4;RNF125;TKFC;RIOK3;C1QBP;TSPAN6
regulation of amyloid-beta clearance (GO:1900221)	6/10	0.00666688285658972	0.320953803935635	0	0	2.97250433490215	14.8940387400553	LRPAP1;ROCK1;LRP1;ABCA7;APOE;PICALM
regulation of phospholipase activity (GO:0010517)	6/10	0.00666688285658972	0.317954235674554	0	0	2.97250433490215	14.8940387400553	RGS2;LRP1;PDPK1;FGFR3;FGFR1;SNCA
membrane raft organization (GO:0031579)	6/10	0.00666688285658972	0.315010214973864	0	0	2.97250433490215	14.8940387400553	ANXA2;NPC1;FLOT1;MYADM;EMP2;S100A10
cellular response to thyroid hormone stimulus (GO:0097067)	6/10	0.00666688285658972	0.312120213001627	0	0	2.97250433490215	14.8940387400553	KLF9;CTSH;GAS2L1;GATA1;CTSS;CTSB
aspartate family amino acid metabolic process (GO:0009066)	6/10	0.00666688285658972	0.309282756519794	0	0	2.97250433490215	14.8940387400553	MSRA;GOT1;MTHFD1;ADI1;NIT2;ASS1
negative regulation of inclusion body assembly (GO:0090084)	6/10	0.00666688285658972	0.306496425379976	0	0	2.97250433490215	14.8940387400553	DNAJB2;DNAJA4;HSPA2;SORL1;HSPA1B;HSPA1A
fatty acid catabolic process (GO:0009062)	22/65	0.00691424072585554	0.315030093071793	0	0	1.67679731712429	8.34067846728514	ABCD3;ACAA2;MMAA;ABHD3;ECI1;ABHD2;HSD17B4;PEX2;CROT;AIG1;ALDH3A2;NUDT7;PCCA;EHHADH;HADH;LPIN1;ABCD1;ACADS;SLC27A2;LPIN2;LPIN3;DECR1
positive regulation of transforming growth factor beta receptor signaling pathway (GO:0030511)	9/19	0.00706499523549749	0.319050183068528	0	0	2.34671394860696	11.6223423947024	CDKN1C;SDCBP;FLCN;SMAD4;CDKN2B;ING2;STK11;RNF111;HIPK2
protein ADP-ribosylation (GO:0006471)	9/19	0.00706499523549749	0.316251497252138	0	0	2.34671394860696	11.6223423947024	PARP10;PARP4;TNKS;SIRT4;PARP16;PARP14;PARP9;PARP15;ART4
regulation of mitochondrial fission (GO:0090140)	9/19	0.00706499523549749	0.313501484232554	0	0	2.34671394860696	11.6223423947024	PRKN;FIS1;INF2;LRRK2;BNIP3;DDHD1;MFF;DNM1L;MYO19
triglyceride biosynthetic process (GO:0019432)	9/19	0.00706499523549749	0.310798885230549	0	0	2.34671394860696	11.6223423947024	DGAT2;GK;GPAT4;LPL;GPAT3;LPIN1;PCK1;LPIN2;LPIN3
positive regulation of cellular response to transforming growth factor beta stimulus (GO:1903846)	9/19	0.00706499523549749	0.308142484502083	0	0	2.34671394860696	11.6223423947024	CDKN1C;SDCBP;FLCN;SMAD4;CDKN2B;ING2;STK11;RNF111;HIPK2
double-strand break repair (GO:0006302)	41/141	0.00728456153176701	0.315026419462772	0	0	1.44057538689112	7.09050921484841	DCLRE1B;MDC1;SWSAP1;VCP;PAXIP1;DDX1;NUCKS1;BRCA1;RAD54B;RAD51AP1;RECQL4;BABAM2;BRIP1;WRN;RNF138;RAD21;UIMC1;NSD2;RBBP8;TP53BP1;POLK;GEN1;PIAS4;BARD1;EYA1;ACTR5;NSMCE1;RPA1;HUS1;RPA2;PARP9;SPIDR;REC8;RAD51B;MAD2L2;RAD51D;RAD51C;RAD51;TDP1;NABP1;FAN1
RNA modification (GO:0009451)	19/54	0.00733971305091442	0.314744165536271	0	0	1.74313525812163	8.56656071055832	PUS3;NOP56;TYW5;NSUN2;WDR4;NOP2;TSR3;PARN;THUMPD1;TFB1M;FTSJ3;TARBP1;ADAT2;QTRT1;CTU2;TRMT6;TRMT61A;TRDMT1;NOP10
very long-chain fatty acid biosynthetic process (GO:0042761)	7/13	0.00736533543360086	0.313210889313877	0	0	2.66763209542501	13.1006630212049	ELOVL1;HACD1;ELOVL5;ELOVL2;HACD3;HACD2;HACD4
positive regulation of antigen receptor-mediated signaling pathway (GO:0050857)	8/16	0.0073990794284182	0.312045473745604	0	0	2.4770869457518	12.1535786179728	PTPRC;TESPA1;PRKCB;RAB29;SLC39A10;PRKD2;KCNN4;NECTIN2
heme biosynthetic process (GO:0006783)	8/16	0.0073990794284182	0.309487723960804	0	0	2.4770869457518	12.1535786179728	ALAS2;ALAS1;FECH;UROD;UROS;HMBS;CPOX;NFE2L1
carbohydrate derivative biosynthetic process (GO:1901137)	12/29	0.00744751100020108	0.308980883203464	0	0	2.05000298958769	10.0447592111149	GK5;ALG8;RRM2;SCCPDH;GK;ALG6;RRM2B;B3GNT5;GCNT1;ST3GAL4;ABO;GALK2
response to ionizing radiation (GO:0010212)	25/77	0.00756760955666611	0.311431544900541	0	0	1.60849801672195	7.85570814111201	PAXIP1;BRCA1;RAD51AP1;BABAM2;STK11;XRRA1;UIMC1;IKBIP;EYA1;GADD45A;HUS1;AEN;MAPK14;SPIDR;INIP;RHOB;RAD51B;NET1;RAD51D;RAD51C;RAD51;EEF1D;FANCD2;NABP1;CLOCK
organophosphate biosynthetic process (GO:0090407)	14/36	0.00760664409388383	0.310533638488713	0	0	1.92662318002917	9.39948045442011	AGPAT5;MOCS2;PDXK;GK;TPK1;MOCOS;FGF2;AGPAT4;GK5;NFS1;CPS1;PPIP5K2;FADS1;GALK2
protein localization to organelle (GO:0033365)	30/97	0.00797457469221914	0.322970275034875	0	0	1.53221872933101	7.40291013567173	RIPOR1;DDX1;LRRK2;ARL1;BICD1;FAM83H;HHEX;LAMP1;MICALL1;PACSIN2;CEP250;BBS9;RAB6A;BBS4;BBS2;CEP68;TIA1;COG3;RPA1;RPA2;CSNK1D;ABCA7;SORL1;TOPORS;EHD1;GAK;ACAP2;VAPA;TSPAN17;CALR
regulation of protein ubiquitination (GO:0031396)	31/101	0.00798090142712953	0.320681417186157	0	0	1.52058802610506	7.34551052792913	PRKN;PAXIP1;LRRK2;TNFAIP3;BRCA1;ARRB2;HSPBP1;MALT1;DNAJB2;UFL1;FBXO4;SASH1;FANCI;ZYG11B;NDFIP2;NDFIP1;ZER1;CENPX;FEM1B;SPHK1;AXIN1;ISG15;COMMD1;GTPBP4;GNL3L;SPOPL;VPS28;HSPA1B;BIRC3;HSPA1A;CENPS
tRNA processing (GO:0008033)	21/62	0.00812894463409646	0.324078159904643	0	0	1.67802664067057	8.07520816944957	PUS3;POP7;TYW5;TSEN15;NSUN2;ELAC2;DDX1;WDR4;RTCB;RPP40;ADAT1;THUMPD1;HSD17B10;ADAT2;QTRT1;CTU2;CLP1;TRMT6;RPP25;TRMT61A;TRDMT1
regulation of centrosome cycle (GO:0046605)	11/26	0.00845312839531055	0.334390032567983	0	0	2.09599664640537	10.0046503496794	GEN1;FBXW5;PDCD6IP;VPS4B;CHMP1B;CEP250;CTNNB1;KIF11;ATF5;MAP9;AURKA
vascular endothelial growth factor receptor signaling pathway (GO:0048010)	23/70	0.00868510421472893	0.34092374467509	0	0	1.62779999292261	7.72577622982154	VAV3;CYFIP1;NCKAP1;BMPR2;ROCK1;FLT4;NCF4;PXN;CYBA;PIK3R1;SHB;MAPK14;VAV1;PGF;MAPK12;VAV2;PIK3CA;AXL;ABI1;ELMO1;ELMO2;PRKD2;FYN
negative regulation of mitochondrion organization (GO:0010823)	13/33	0.00880638689759121	0.343045743041282	0	0	1.95164426028929	9.2357232688763	PRKN;PRELID1;ACAA2;GPX1;LRRK2;BNIP3;MPV17L;FZD9;OMA1;FLCN;TMEM14A;BCL2L1;HSPA1A
DNA metabolic process (GO:0006259)	81/314	0.00895312589453514	0.34611970787737	0	0	1.27798753252163	6.02667295987949	DCLRE1B;ACHE;TOP2B;BTG2;SMARCB1;HMGB3;BRCA1;HMGB1;BACH1;PTMS;TATDN1;HELB;TOP1MT;LONP1;POLI;FBXO6;POLK;POLE;POLG;GEN1;DFFB;PARP4;IGFBP4;HUS1;CHD1L;TERF1;INIP;DDB2;RAD51B;SUPV3L1;RAD51D;CDC34;RAD51C;MSH3;FANCD2;MCM4;TOP1;UBA52;TELO2;FAN1;MCM2;PRIM2;SP100;VCP;RNASEH2A;UHRF1;DOT1L;TYMS;RECQL4;RAD51AP1;TBRG1;ORC4;BRIP1;WRN;NT5E;CDC45;TERT;ERI2;RAD21;ORC3;RBBP8;ATRIP;BARD1;DUT;GADD45A;FANCL;MBD1;MBD2;RPA1;FANCA;RPA2;LRWD1;GTF2H3;POLA2;RAD51;TDP1;APEX1;POLE3;RAD17;NABP1;CENPS
antigen processing and presentation of exogenous peptide antigen via MHC class I (GO:0042590)	25/78	0.00904638416774223	0.347095476751794	0	0	1.58787624727679	7.47157723840288	PSMD11;PSMD13;NCF4;IFI30;PSMB10;PSMD8;PSMB6;SEC14L3;PSMB5;PSMD2;PSMD3;PSMD1;CD36;PSMF1;HLA-B;TAP1;HLA-C;CYBA;LNPEP;HLA-A;PSMB9;PSMC5;PSMC3;PSMC4;CALR
organelle assembly (GO:0070925)	95/376	0.00913579692448231	0.347910236609203	0	0	1.25171946726819	5.87751742084225	SPAG16;TTC26;CEP19;CEP164;FNBP1L;WDR45;LIMD1;BICD1;PTPDC1;CDC14A;RPGR;MAP1LC3A;TBC1D32;CHMP1B;TCTN1;NUP62;TMEM107;BBS9;IFT57;VPS36;CEP290;BBS4;DYNC2H1;TMOD1;GABARAPL1;MKKS;PDCD6IP;CCDC113;VPS37C;HAUS4;KIF24;IFT80;CSNK1D;TUBG2;TUBG1;DYNLL1;HAUS2;GOLGA2P5;HAUS1;RAB32;GOLGA8B;IFT88;IFT43;FAM161A;IFT81;ATG4C;ULK2;ULK1;ATG4A;PIK3C3;CEP63;CFAP54;IFT46;STAM2;FAM92A;VPS28;GOLGA8A;ATG4D;TNKS;VPS4B;NCF1C;STK36;KIF3A;TMEM67;TP53INP1;FOPNL;EMC6;E2F4;PCNT;RILP;BBS2;FARP2;MBD1;NEK6;DNAH14;NEK7;MAP1LC3B2;TRAPPC8;SNF8;TMEM231;EHD1;ATAT1;ANLN;AHI1;TTC30B;ATG16L2;UBXN10;KIAA0586;CEP162;B9D1;CEP41;DZIP1;LSM14A;CLUAP1;C5ORF30
regulation of steroid biosynthetic process (GO:0050810)	16/44	0.00941232221709795	0.355785779806302	0	0	1.80151777872858	8.40540558739339	IDI1;SREBF1;HMGCS1;CYP51A1;AKR1C3;HMGCR;ACACB;LSS;TM7SF2;SEC14L2;SQLE;SP1;SCD;FASN;FGFR4;MBTPS2
myeloid cell differentiation (GO:0030099)	16/44	0.00941232221709795	0.353169707895962	0	0	1.80151777872858	8.40540558739339	LYN;HSPA9;CEBPA;ALAS2;CDKN2B;IKZF1;GATA1;KLF1;HIPK2;TAL1;CASP3;KIT;AHSP;JAK2;ZFPM1;PTPN2
glutamine family amino acid metabolic process (GO:0009064)	10/23	0.00951377563299875	0.354370781424764	0	0	2.15398864847982	10.0268483141282	ALDH4A1;GLUD1;GCLC;GOT1;AADAT;SIRT4;ALDH18A1;GCLM;NIT2;ART4
interstrand cross-link repair (GO:0036297)	17/48	0.0101363627767254	0.374825067026304	0	0	1.75460325324086	8.05648199742907	DCLRE1B;FANCI;CENPX;FANCL;FANCA;RPA1;RPA2;NUCKS1;FANCF;RAD51AP1;RAD51;FANCD2;EXO5;ATRIP;UBA52;FAN1;CENPS
cellular macromolecule catabolic process (GO:0044265)	17/48	0.0101363627767254	0.372128483810287	0	0	1.75460325324086	8.05648199742907	PRKN;DFFB;RNASEH2B;MANBA;RNASEH2A;SIAH2;DIS3L;HTRA2;DENND3;UBE2G2;RNF5;EXOSC7;SUPV3L1;ISG20;TATDN1;RAB12;STT3B
