GO_Biological_Process_2018.Term	GO_Biological_Process_2018.Overlap	GO_Biological_Process_2018.P.value	GO_Biological_Process_2018.Adjusted.P.value	GO_Biological_Process_2018.Old.P.value	GO_Biological_Process_2018.Old.Adjusted.P.value	GO_Biological_Process_2018.Odds.Ratio	GO_Biological_Process_2018.Combined.Score	GO_Biological_Process_2018.Genes
protein ubiquitination (GO:0016567)	229/506	0.00073473756072436	0.0267811840884029	0	0	1.18118013822387	8.52339254974555	CCNF;BACH1;UBE2L3;PSMD8;PSMD9;HERC4;RNF115;PSMD6;RNF114;PSMD2;PSMD3;PSMD1;TRIM25;SKP2;RNF111;FBXO9;TRIM23;HERC6;SKP1;ARRDC4;ATG3;NHLRC3;RNF126;RNF125;CDC34;KCTD10;PSME3;PSME4;KCTD13;NHLRC1;CBLL1;PRKDC;NEDD4L;WDR61;BCL10;RTF1;UBE2J2;HIF1A;ANAPC11;RNF213;RNF217;HLTF;PSMF1;BARD1;HACE1;SIAH2;LNPEP;ABTB2;ABTB1;RNF103;KLHDC8A;FBXL3;FBXL5;RAD18;DZIP3;MAGEF1;BRCA1;PRPF19;SHPRH;COMMD1;SIRT1;TOPORS;PSMA5;RNF168;PSMA3;PSMA4;GAN;CACUL1;PRKN;PCNA;DERL1;TANK;RNF135;PSMB6;PCNP;PSMB5;C18ORF25;PSMB2;RNF138;PSMB3;LEO1;UBL4A;ANKIB1;CRBN;USP9X;MIB2;HUWE1;WWP1;KLHL2;WWP2;UBE2G1;UBE2G2;PEX12;PSMB8;PSMB9;MIB1;KLHL9;RNF145;KBTBD4;PSMC5;PSMC6;KLHL7;NEDD4;PSMC2;OTULIN;KLHL8;KBTBD2;RLIM;KBTBD7;KBTBD8;ZFAND4;KLHL36;UBE3D;UBE2D3;UBE2D1;KLHL35;FBXO22;NPEPPS;RNF19A;MYLIP;RNF44;AREL1;FBXW7;FBXW9;MUL1;UBE4A;NOSIP;LMO7;FBXO11;TRPC4AP;CCNB1IP1;RBX1;KLHL42;UBE2V1;CUL9;KLHL18;PSMD10;CUL7;CBFB;PSMD14;UBA7;PSMD13;UBA6;CUL2;CUL1;UBR4;KLHL11;UBR2;KLHL12;BTBD1;UBB;BTBD2;UBR5;LONRF3;LONRF1;LONRF2;UBE2H;UBE2B;FANCL;KLHL26;UBE2C;KLHL28;KLHL21;KLHL22;KLHL23;BFAR;KLHL24;BTBD9;FBXO30;KLHL20;UVSSA;MKRN1;RNF182;BCL2;UBE2N;TPP2;RNF181;UBA1;BLMH;CCDC22;SAE1;RNF187;RNF11;ARRB1;UBE2Q2;UNKL;PEX2;PJA1;UBE2R2;SPOPL;BIRC6;THOP1;BIRC2;RNF34;MGRN1;UHRF1;RNF8;RNF7;RCHY1;RNF4;CBL;PSMB10;FBXL20;DCAF15;RMND5B;ZNRF1;ZNRF2;ZNRF3;RMND5A;CAND1;HECTD2;TNKS2;HECTD4;SASH1;RNF20;RNF25;FBXL19;AMFR;FBXL14;KBTBD11;CUL4A;PINK1;TSPAN17;ERCC8;TRIM37;TRIM32;TRIM33;ASB1;TAF1
DNA-templated transcription, initiation (GO:0006352)	93/186	0.000741516931406621	0.0268366021345247	0	0	1.30497194310322	9.40468819346586	THRB;THRA;CCNH;AKR1B1;CCNC;RORA;ZNF45;RBPJ;NAT14;MED15;MED17;MED12;MED14;CCND1;MED10;UBTF;TEAD1;GTF2I;TEAD4;MED8;TFB2M;POLRMT;GTF2F2;RUNX2;MED7;MED23;KAT2B;MED24;DMTF1;THRAP3;POLR1A;POLR1B;MED20;POLR1C;RARA;TFAM;PGR;MAML3;PPARA;PPARD;NOTCH2;GTF3C1;GTF2A1;GTF2A2;RRN3;GTF3C4;CBFB;TAF1L;PPM1D;GTF2E1;NR2C1;GTF2E2;CCNB1;TAF1D;RXRA;TAF1B;POLR2A;TAF1C;POLR2B;TWISTNB;TAF1A;POLR2E;E2F2;E2F3;POLR2G;POLR2I;POLR2K;WWTR1;CREBBP;CAVIN1;BRF1;VDR;NR1H2;ESRRG;NR1D2;GTF2H1;NR1D1;GTF2H2;GTF2H3;GTF2H5;NR2F6;CDK9;NR6A1;ERCC2;TAF4B;BAX;TAF7;TCF4;POLR3H;TAF6;MNAT1;TAF2;TAF1
protein localization to centrosome (GO:0071539)	14/18	0.000768503784026758	0.0276174282386517	0	0	2.02995635593835	14.556949119897	C2CD3;DCTN2;SPAG5;CCDC14;MBD1;CSNK1D;HOOK3;NEDD1;GOLGB1;KIAA0753;CEP83;CEP192;PIBF1;BBS4
positive regulation of ubiquitin protein ligase activity (GO:1904668)	46/82	0.000800793040553752	0.0285765516499706	0	0	1.46411486299386	10.4390043047663	PSMD10;PSMD14;PSMD13;PTEN;CUL1;UBE2D1;PSMB10;ANAPC10;CDC14B;ANAPC11;PSMD8;PSMB6;PSMD9;PSMD6;FZR1;CCNB1;CDC23;PSMB5;UBB;PSMB2;PSMB3;CDC26;PSMD2;PSMD3;CDC27;PSMD1;FBXO5;PSMF1;SKP1;ANAPC7;UBE2C;PSMB8;PSMB9;PSMA5;PSMA3;PSMC5;PSMA4;PSMC6;GORASP1;PSME3;PSME4;PSMC2;ANAPC4;ANAPC5;ANAPC1;MAD2L1
actin cytoskeleton reorganization (GO:0031532)	36/61	0.00082529316574379	0.0292463265610456	0	0	1.54029475251528	10.935741374417	RALA;NEDD9;FRY;ATP2C1;PAK1;SIPA1L1;RAC2;FLNA;PIP5K1A;PHACTR1;RICTOR;FARP2;PTPN1;ANXA1;CXADR;GSN;DMTN;NCOA3;CDC42BPG;MINK1;GAB1;RHOG;RHOH;PARVB;CDC42BPA;RHOA;RAP2A;FER;CTTN;KIT;CASS4;MYH9;TNIK;EZR;BCAR1;FRYL
dicarboxylic acid metabolic process (GO:0043648)	35/59	0.000851283741853274	0.0299593167908776	0	0	1.54827179690213	10.9443695864025	SLC46A1;MTRR;SHMT1;DLST;ALDH1L2;MTHFD1L;FPGS;ME1;ME3;D2HGDH;STAT5A;ACOT8;MDH1;AADAT;IDH1;GOT2;IDH2;MTHFR;MTHFS;HOGA1;SDHA;ASS1;ACLY;GLUD2;GCLC;ALDH5A1;MTHFD1;MTHFD2;SDHAF3;OGDH;SLC25A32;ALDH18A1;GCLM;NIT2;ACOT4
positive regulation of ubiquitin-protein transferase activity (GO:0051443)	21/31	0.000854742390259501	0.0298750028595495	0	0	1.76802650355921	12.4905952843995	ARRDC4;DCUN1D5;FBXW7;UBE2C;DCUN1D3;ARRDC3;PTEN;DCUN1D1;DCUN1D2;BMI1;ANAPC10;TOPORS;CDC14B;UBE2L3;FZR1;PINK1;GORASP1;UBE2N;TRIB3;FBXO5;RPS2
regulation of ubiquitin-protein transferase activity (GO:0051438)	21/31	0.000854742390259501	0.0296717715475798	0	0	1.76802650355921	12.4905952843995	ARRDC4;ZYG11B;ZYG11A;ZER1;DCUN1D5;FBXW7;DCUN1D3;LIMK1;ARRDC3;DCUN1D1;DCUN1D2;PARK7;BMI1;TOPORS;UBE2L3;PINK1;BAG5;ABL1;UBE2N;TRIB3;RPS2
nucleobase-containing small molecule interconversion (GO:0015949)	21/31	0.000854742390259501	0.0294712866046908	0	0	1.76802650355921	12.4905952843995	DTYMK;DUT;RRM2;AK1;GSR;AK2;NME2;NME3;CTPS2;AK4;GLRX;TXN;TYMS;AK8;NME1;DCTD;NME6;RRM2B;GUK1;NME7;NME2P1
termination of RNA polymerase I transcription (GO:0006363)	21/31	0.000854742390259501	0.0292734927348606	0	0	1.76802650355921	12.4905952843995	CAVIN1;CCNH;GTF2H1;GTF2H2;TTF1;GTF2H3;GTF2H5;TAF1D;TAF1B;DMTF1;TAF1C;POLR1A;POLR1B;TWISTNB;TAF1A;ERCC2;POLR1C;POLR2E;UBTF;MNAT1;POLR2K
response to endoplasmic reticulum stress (GO:0034976)	57/106	0.000855805449910651	0.0291145014059604	0	0	1.40346039163932	9.91329684394666	ERO1A;CXCL8;ATP2A2;BBC3;HERPUD1;CREB3L2;FLOT1;TRIM25;CHAC1;UBXN6;NCK1;PDIA3;PDIA2;DNAJB12;PDIA6;PDIA5;PDIA4;ERN1;TMX4;TMX3;TMEM259;TMX1;TMEM33;DDIT3;TRIB3;ATF3;PRKN;PPP1R15A;PPP1R15B;CEBPB;UBA5;SEL1L;ITPR1;DERL1;PIK3R1;SELENOK;TANK;HSP90B1;ERLEC1;BCL2L11;DDRGK1;DNAJB9;TXNDC5;EIF2B5;MBTPS1;JUN;HSPA5;RHBDD1;AMFR;EIF2AK3;TMCO1;TMEM117;DNAJC10;BCL2;BAX;HYOU1;P4HB
copper ion homeostasis (GO:0055070)	11/13	0.000856451941139614	0.028943538116791	0	0	2.2084140575593	15.5973932438203	APP;PRNP;COX19;ARF1;MT2A;ATP7B;COMMD1;CCDC22;ATP7A;ATOX1;CUTC
dicarboxylic acid catabolic process (GO:0043649)	11/13	0.000856451941139614	0.0287531201028648	0	0	2.2084140575593	15.5973932438203	GLUD1;PM20D2;ACOT8;GLUD2;GAD1;GOT2;QPRT;MTHFS;ACSF3;GLUL;ACOT4
regulation of glycolytic process (GO:0006110)	34/57	0.00087617986615063	0.0292231755357298	0	0	1.55680863387753	10.9598380685156	PFKFB2;HDAC4;NUP205;POM121;NUP107;SEH1L;NUP188;PRKAG1;HIF1A;NUP160;POM121C;NUP85;NUP62;TPR;NUP43;NUP214;NDC1;RANBP2;NUP210;NUP133;NUP155;PGAM1;INSR;ECD;NUP153;CBFA2T3;NUP93;P2RX7;EIF6;NUP35;NUP98;PPARA;OGT;NUP37
organelle assembly (GO:0070925)	174/376	0.000894474134992984	0.0296396202004493	0	0	1.20779318138277	8.47783196515161	GALNT11;UBXN2B;TRAF3IP1;CEP19;FNBP1L;PTPDC1;CDC14A;CDC14B;TBC1D32;OGFOD1;RCC1;VPS36;DYNC2H1;TMOD1;ATG3;GABARAPL2;GABARAPL1;ATG9B;ATG9A;STX7;CIRBP;IFT80;CSNK1D;ATG14;ATG13;RAB32;GOLGA8B;IFT88;BIN2;FAM161A;IFT81;TMEM138;ULK2;WDPCP;ULK1;RAB38;VPS25;GOLGA8A;UNC119B;INTU;ARL6;ARL3;C9ORF72;ATXN2;STK36;ATG101;KIF3A;FOPNL;ATG7;ATG5;BBS2;MTERF3;VTA1;DNAH14;MTERF4;HPS1;NEK7;RABL2B;TRAPPC8;INO80;STAM;LSM3;TMEM231;EHD1;ICK;ANLN;AHI1;ATG16L2;WDR60;ATG16L1;UBXN10;TMEM237;CHMP2B;ATG2A;WDR5B;MKS1;CHMP2A;CEP83;UNC119;DZIP1;ATG2B;C5ORF30;TTC26;CBY3;PTPN23;WDR45;LIMD1;RPGR;IFT52;MAP1LC3B;SH3PXD2A;TCTN2;CHMP1B;RB1CC1;TCTN1;NUP62;BBS9;IFT57;CC2D2A;BBS5;CEP290;SNAP29;BBS4;ACTR3;IQCB1;ACTR2;MKKS;RBM14;DBNL;PDCD6IP;CCDC113;KIF24;VPS37A;WIPI1;TUBG2;VPS37B;WIPI2;TUBG1;DYNLL1;WDR35;KIF27;PATL1;GOLGA2P5;HAUS1;NCOR1;IFT43;RILPL2;TMEM216;ATG4C;CHMP3;ATG4B;TRIM59;ATG4A;PIK3C3;CEP63;CFAP54;CHMP6;IFT46;SSX2IP;CHMP7;RAB7A;ATG4D;STX12;WDR45B;VPS4B;ASAP1;CENPA;HDAC6;CENPC;IFT74;TMEM67;TP53INP2;MVB12A;FLNA;E2F4;PCNT;RILP;FARP2;DYNC1H1;NPM1;CENPW;GSN;MBD1;WDR19;MAP1LC3B2;RAB11A;ATAT1;CENPE;TTC8;TTC30B;KIAA0586;CEP162;CEP41;CLUAP1
transcription initiation from RNA polymerase I promoter (GO:0006361)	22/33	0.000898489896364119	0.0295806060719103	0	0	1.7399625908043	12.2054810506027	RRN3;CAVIN1;CCNH;GTF2H1;GTF2H2;GTF2H3;GTF2H5;TAF1D;RRN3P1;TAF1B;DMTF1;TAF1C;POLR1A;POLR1B;TWISTNB;TAF1A;ERCC2;POLR1C;POLR2E;UBTF;MNAT1;POLR2K
transcription from RNA polymerase I promoter (GO:0006360)	22/33	0.000898489896364119	0.0293909868022186	0	0	1.7399625908043	12.2054810506027	RRN3;CAVIN1;CCNH;GTF2H1;GTF2H2;TTF1;GTF2H3;GTF2H5;TAF1D;TAF1B;DMTF1;TAF1C;POLR1A;POLR1B;TWISTNB;TAF1A;ERCC2;POLR1C;POLR2E;UBTF;MNAT1;POLR2K
regulation of cellular catabolic process (GO:0031329)	33/55	0.000899619295801117	0.0292404921431408	0	0	1.56596633172387	10.9829657660923	PRKN;ROCK1;USP10;LRRK2;WDR41;ITPR1;CISD2;HSPB1;HMGB1;SOGA1;C9ORF72;HDAC6;RPTOR;DRAM1;WDR91;PSAP;ABL1;LONP2;EP300;ABL2;PIP4K2B;DRAM2;OSBPL7;DAPK1;RAB39B;TYSND1;TPCN2;RRAGC;RRAGD;ULK2;ULK1;ATM;DEPDC5
positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition (GO:0051437)	43/76	0.000923507772544303	0.0298269630588201	0	0	1.47667877772207	10.3180439055869	PSMD10;PSMD14;PSMD13;CUL1;UBE2D1;PSMB10;ANAPC10;ANAPC11;PSMD8;PSMB6;PSMD9;PSMD6;FZR1;CCNB1;CDC23;PSMB5;UBB;PSMB2;PSMB3;CDC26;PSMD2;PSMD3;CDC27;PSMD1;FBXO5;PSMF1;SKP1;ANAPC7;UBE2C;PSMB8;PSMB9;PSMA5;PSMA3;PSMC5;PSMA4;PSMC6;PSME3;PSME4;PSMC2;ANAPC4;ANAPC5;ANAPC1;MAD2L1
spliceosomal snRNP assembly (GO:0000387)	24/37	0.000956259876883391	0.0306905292562009	0	0	1.69293657483661	11.7701091068446	PRMT5;PRMT7;GEMIN2;DDX20;PRPF19;SNUPN;WDR77;SART3;SNRPD2;SNRPD1;CLNS1A;PRPF3;SNRPG;GEMIN4;CD2BP2;GEMIN5;STRAP;PRPF31;GEMIN6;SNRPE;SNRPD3;SNRPF;GEMIN8;AAR2
RNA methylation (GO:0001510)	30/49	0.000956766384522489	0.0305148678763641	0	0	1.59792482828966	11.1086956011019	METTL2B;NOP2;THUMPD3;THADA;TFB1M;VIRMA;MRM1;ALKBH8;TRMT112;METTL14;HENMT1;BUD23;CMTR1;TRDMT1;NSUN5P2;TRMT10C;WTAP;NSUN5;DIMT1;METTL1;NSUN2;METTL3;MTERF4;TFB2M;GTPBP3;FTSJ3;TARBP1;TRMT6;TRMT13;TRMT61B
mitotic spindle organization (GO:0007052)	42/74	0.000966987424464658	0.0306492970623798	0	0	1.48131950298204	10.2823201987083	GPSM2;INTS13;DCTN2;BCCIP;AURKA;PTPA;CCNB1;SPAST;CHEK2;NUF2;STMN1;RCC1;FLNA;MYBL2;CEP192;MAP4;PCNT;PIBF1;MAP9;CLASP2;SUN2;ARHGEF10;DYNC1H1;SPICE1;KIF23;TUBG2;TUBG1;EML1;RHOA;RAB11A;NDC80;WRAP73;CENPE;KIF2A;PRC1;KIF4A;EFHC1;SBDS;TUBGCP5;TUBGCP4;BIRC2;RAN
regulation of cellular metabolic process (GO:0031323)	26/41	0.00098043753435009	0.0308837823320278	0	0	1.65508636686262	11.4656300423715	PRKN;ARF4;ARF1;PANK2;RNF34;GBA;ACACB;ACACA;PARL;PDK4;FLOT1;CYP1B1;PDK3;VPS35;PDK2;BTN2A2;CACYBP;SSH1;ACLY;PM20D2;PINK1;EIF6;KIF16B;NPC2;STK17A;LAMTOR1
lysosomal transport (GO:0007041)	41/72	0.00101163347563258	0.0316709547616751	0	0	1.486218046312	10.2492404711625	SCARB2;PRKN;MGRN1;TGFBRAP1;CLEC16A;PCSK9;DENND3;NAGPA;TRAK1;USE1;C9ORF72;MTM1;AP3M1;CCDC91;AP1G1;VPS53;KIF13A;VPS52;VPS54;VPS35;RILP;VPS39;VPS18;SORT1;AKTIP;NCOA4;M6PR;HOOK3;ATG14;WASH3P;SORL1;PINK1;ZFYVE16;HOOK2;SNX16;HOOK1;RAB12;NEDD4;VPS41;VIPAS39;RAB7A
positive regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process (GO:2000060)	48/87	0.00102225405561964	0.0318083075965063	0	0	1.43996904066563	9.9152599550999	PSMD10;PSMD14;PSMD13;MAGEF1;PTEN;CUL1;UBE2D1;PSMB10;ANAPC10;ANAPC11;PSMD8;PSMB6;PSMD9;PSMD6;FZR1;CCNB1;CDC23;PSMB5;UBB;PSMB2;PSMB3;CDC26;PSMD2;PSMD3;CDC27;PSMD1;FBXO5;PSMF1;SKP1;ANAPC7;FBXW7;UBE2C;PTK2;PSMB8;PSMB9;PSMA5;PSMA3;PSMC5;PSMA4;PSMC6;PSME3;PSME4;PSMC2;ANAPC4;ANAPC5;CCDC22;ANAPC1;MAD2L1
phosphatidylinositol biosynthetic process (GO:0006661)	53/98	0.00107413664966003	0.0332201171103947	0	0	1.4115002649892	9.64935182851719	ARF3;PI4K2B;ARF1;PIGU;PGAP2;MTMR12;PIGN;INPPL1;PTEN;PIK3CB;PIK3C2A;PIGV;PIK3CG;IMPA1;PIP4K2B;SACM1L;DPM1;RUFY1;INPP4A;DPM2;PIGB;DPM3;PITPNM1;PIGA;PITPNM2;PIK3C3;MPPE1;PIGL;PIGG;PIGF;PI4K2A;PIGH;MTMR1;VAC14;MTMR2;PIK3R3;PIK3R1;MTMR4;MTM1;INPP5F;INPP5D;INPP5E;PLCG2;PIP5K1A;INPP5K;PLEKHA1;PLEKHA2;PLEKHA4;PLEKHA8;FIG4;PIKFYVE;SYNJ1;RAB14
maturation of LSU-rRNA (GO:0000470)	16/22	0.00111303269310773	0.0342156977887274	0	0	1.89814100815014	12.908624598975	WDR37;MAK16;NOP2;SNU13;RPF2;WDR12;FTSJ3;RPF1;RPL7;RSL1D1;NSA2;EIF6;LAS1L;PES1;NHP2;RPL35
organonitrogen compound biosynthetic process (GO:1901566)	90/181	0.0011154042478322	0.0340832806987288	0	0	1.29776215336232	8.82288581510002	DPAGT1;ACHE;MOCS2;ALAS2;MOCS3;SLC44A1;SLC44A2;GPHN;GLS;HPGDS;SPTLC1;SPTLC2;GLUL;MFSD2A;GSTK1;CERS4;ELOVL1;CERS5;ARG2;CERS6;STARD7;SPHK2;ELOVL5;ARG1;GSTO1;ELOVL2;AKR1A1;PLA2G4A;ALDH3A2;SLC25A15;PHOSPHO1;CSNK2B;PLPP1;CSNK1G2;SAMD8;OAT;ABHD3;MGST3;GSTP1;GCNT1;MGST1;MGST2;NOD1;FURIN;BCL10;HACD3;HACD2;HACD4;SGPL1;NFS1;GPAT4;ALDH3B1;ST3GAL4;NAALAD2;ASL;DMD;KDSR;SPTSSA;CEPT1;RIMKLB;ST3GAL2;GSTM4;GSTM3;CHKA;GCH1;GOT2;MOCOS;ASNS;PYCR1;PYCR2;PYCR3;NMRAL1;ASS1;SGPP1;ACER2;GSTZ1;GLUD1;CPS1;TNIP1;VAPA;VAPB;MT-RNR1;ACER3;LPCAT2;CHPT1;DEGS2;ALDH18A1;LPIN1;LPIN2;LPIN3
regulation of signal transduction by p53 class mediator (GO:1901796)	71/138	0.00112080748581073	0.0340445273815009	0	0	1.34279721681636	9.12256935287044	RPL5;DYRK2;TP53RK;PHF20;EHMT2;PAK1IP1;PRKAG1;EHMT1;CHD4;BRCA1;CHD3;NOC2L;STK11;PPP1R13L;CHEK2;CHEK1;AKT1;EP300;TOPBP1;CDK5RAP3;PRMT5;SUPT16H;PRKAB2;RFC3;RMI2;RFC4;RPL23;PRKAB1;KAT6A;CSNK2B;MAPKAPK5;DNA2;L3MBTL1;BLM;HDAC2;RNF34;MEAF6;NOP2;TAF1L;RPF2;AURKA;WRN;UBB;TP53BP2;SMYD2;RRS1;RBBP8;RBBP7;RFFL;HEXIM1;BARD1;RPA1;RPA2;HIPK1;PML;HIPK2;CDK5;TTC5;RPA3;JMY;RAD17;TAF4B;TAF7;ATM;TAF6;NOP53;TAF2;TP73;RAD9A;ATR;TAF1
plasma membrane bounded cell projection assembly (GO:0120031)	116/241	0.00112847422507894	0.0340745797075611	0	0	1.25623855103713	8.5259513546127	CYFIP1;GALNT11;TRAF3IP1;CEP19;FNBP1L;PTPDC1;CDC14A;CDC14B;TBC1D32;ARFIP2;DYNC2H1;IFT80;CD2AP;IFT88;FAM161A;IFT81;TMEM138;FSCN1;WDPCP;TNIK;EZR;VCL;UNC119B;INTU;ARL6;ARL3;SLC9A3R1;STK36;KIF3A;PIP5K1A;INPP5K;FOPNL;SRGAP2;BBS2;CARMIL1;DNAH14;RABL2B;PARVB;TMEM231;EHD1;ICK;CCDC88A;AHI1;WDR60;UBXN10;TMEM237;STK26;WDR5B;MKS1;CEP83;UNC119;FXYD5;DZIP1;C5ORF30;TTC26;CBY3;PTPN23;RPGR;IFT52;TCTN2;TCTN1;BBS9;IFT57;CC2D2A;BBS5;CEP290;SNAP29;BBS4;ACTR3;IQCB1;ACTR2;MKKS;CCDC113;KIF24;EMP2;ANO6;EMP3;DYNLL1;WDR35;MTSS1;KIF27;RAP2A;IFT43;RILPL2;TMEM216;KIT;TRIM59;ARHGEF7;CFAP54;IFT46;SSX2IP;ARHGEF6;ARF6;ASAP1;NTN1;HDAC6;FGD3;FGD4;IFT74;TMEM67;FLNA;PCNT;RILP;DMTN;GSN;MBD1;WDR19;ATAT1;P2RX7;TTC8;TTC30B;KIAA0586;PMP22;CEP162;CEP41;CLUAP1
regulation of Arp2/3 complex-mediated actin nucleation (GO:0034315)	9/10	0.00116296445865914	0.0349094566619858	0	0	2.3489494975858	15.8713419531996	CYFIP1;NCKAP1;ARF1;ABI2;PICK1;ARFIP2;ARFIP1;WASF1;CORO1B
cellular copper ion homeostasis (GO:0006878)	9/10	0.00116296445865914	0.0347053077926175	0	0	2.3489494975858	15.8713419531996	APP;PRNP;COX19;MT2A;ARF1;ATP7B;CCDC22;ATP7A;ATOX1
negative regulation of centrosome duplication (GO:0010826)	9/10	0.00116296445865914	0.0345035327473116	0	0	2.3489494975858	15.8713419531996	KAT2B;NPM1;KAT2A;RBM14;TMEM67;CCNF;TRIM37;BRCA1;MDM1
protein localization to mitochondrion (GO:0070585)	9/10	0.00116296445865914	0.034304090361489	0	0	2.3489494975858	15.8713419531996	DNAJA1;MTCH2;PINK1;COX18;LRRK2;AKT1;MAIP1;HK2;HK1
regulation of establishment of protein localization (GO:0070201)	7/7	0.00121014672376394	0.0354906823641805	0	0	2.60994388620645	17.5310287548369	DNAJA1;PTP4A3;SCFD1;KIAA0586;GAPVD1;CEP290;SPIDR
regulation of mRNA metabolic process (GO:1903311)	12/15	0.00123164314648646	0.0359147141515452	0	0	2.08795510896516	13.9880592136855	RBM27;SRPK2;CDK11A;PTCD2;RBM26;SLTM;DHX9;SAFB;CDK11B;SUPT6H;IWS1;SRPK1
regulation of RNA export from nucleus (GO:0046831)	12/15	0.00123164314648646	0.0357106532756842	0	0	2.08795510896516	13.9880592136855	RBM27;KHDRBS1;CPSF6;RBM26;DHX9;NCBP2;AKAP8L;TPR;NUP153;SUPT6H;IWS1;NUDT4
negative regulation of peptidyl-threonine phosphorylation (GO:0010801)	12/15	0.00123164314648646	0.0355088981724317	0	0	2.08795510896516	13.9880592136855	SPRED2;SPRED1;DMTN;PARD3;DGKQ;DDIT4;INPP5K;SPRY2;CALM3;CALM1;CALM2;EIF4G1
tRNA processing (GO:0008033)	36/62	0.00124746111963505	0.0357628881657171	0	0	1.51545128876503	10.133284627354	TRUB1;POP5;AARS2;POP1;TSEN15;POP4;RPP30;WDR4;RTCB;CSTF2;C2ORF49;THUMPD1;TSEN2;HSD17B10;THG1L;FARS2;CLP1;RPP14;RPP38;TRDMT1;PTCD1;SSB;TRMT10C;METTL1;NSUN2;ELAC2;ADAT1;CDKAL1;TRMT1;TRNT1;C9ORF64;TRIT1;ADAT2;QTRT2;TRMT6;RPP25
positive regulation of intracellular protein transport (GO:0090316)	77/152	0.00126457545523964	0.0360509974753512	0	0	1.32214262656511	8.82268263195888	YWHAE;RIPOR1;GSK3A;MTCL1;UBE2D3;NKAP;CIB1;ZDHHC8;EFCAB7;WDR46;UBE2L3;PSMD8;NPEPPS;UBL5;XPO4;CTSK;RUVBL1;CHORDC1;RAC2;SNIP1;GTSE1;CEP290;SH3GLB1;BCAS3;NBPF3;FBXW7;STARD7;PRKCD;WDR75;ANK3;WBP11;ATG13;SREBF2;KAT2A;RUFY3;FAM20B;ITGB1BP1;KIF20B;GAS6;IL9R;LEPROT;HTRA2;UBE2J2;MFF;OAZ1;TM9SF4;SELENOI;CYB5R1;UGCG;SLC17A9;PDCD10;BAG3;TPR;RAB29;PLAGL2;DPH6;HES1;FYN;ECT2;PCNT;PRELID3A;ZBED3;FIS1;PRNP;TGFB1;FZD5;JUP;B3GAT3;MBD1;HUWE1;SORL1;PINK1;MIS18A;ANP32B;SAE1;BAP1;ZPR1
nuclear export (GO:0051168)	50/92	0.00127112639754898	0.0360364333705137	0	0	1.41844776424263	9.45799954098355	ANKLE1;NXT1;NUP188;CSE1L;EIF4A3;PHAX;PKD1;XPO1;XPO4;XPO6;CHORDC1;XPO5;NUP62;EIF5A;NUP214;NCBP1;NUP133;NCBP2;STRADB;THOC1;THOC3;THOC2;CDC40;THOC7;SRRM1;LSG1;NEMF;SRSF3;SRSF4;NUP98;SRSF5;SRSF7;SRSF9;POM121;SRSF1;MALT1;POM121C;TPR;EIF4E;RANBP2;RANBP1;TGFB1;NUP155;ALYREF;RANBP17;XPO7;NUP153;RNPS1;CALR;RAN
autophagosome assembly (GO:0000045)	34/58	0.00134343937939881	0.0378760837186305	0	0	1.52996710570723	10.1169415318173	STX12;UBXN2B;STX17;WDR45B;WDR45;MAP1LC3B;ATG101;RB1CC1;TP53INP2;ATG7;ATG5;ATG3;GABARAPL2;GABARAPL1;ATG9B;ATG9A;MAP1LC3B2;WIPI1;TRAPPC8;WIPI2;ATG14;ATG13;ATG16L2;ATG16L1;ATG4C;ATG2A;ATG4B;ULK2;ULK1;ATG4A;PIK3C3;ATG4D;RAB7A;ATG2B
tRNA modification (GO:0006400)	34/58	0.00134343937939881	0.0376679733685281	0	0	1.52996710570723	10.1169415318173	TRUB1;METTL2B;MOCS3;AARS2;OSGEPL1;WDR4;NAT10;THUMPD3;THUMPD1;THADA;THG1L;ALKBH8;TRMT112;CDK5RAP1;SEPHS1;PUSL1;SEPHS2;TRDMT1;SSB;METTL1;NSUN2;PUS1;CDKAL1;TRMT1;C9ORF64;TRIT1;GTPBP3;TARBP1;ADAT2;QTRT2;RPUSD3;TRMT6;TRMT13;TRMT61B
modification-dependent protein catabolic process (GO:0019941)	72/141	0.00135423517309948	0.0377631808105282	0	0	1.33273730359478	8.80208808648339	RNF11;ZFAND4;UBE2D3;UBE2D1;ARRB1;FBXO22;UBE2L3;PSMD9;CDC23;PSMD3;LONP1;TRIM25;FBXO8;AREL1;UBE4A;FBXO11;TRPC4AP;TOPORS;RNF168;RNF126;RNF125;CDC34;WDR81;UBE2R2;KCTD10;SQSTM1;PCYOX1;PRKN;RNF34;PSMD14;UBA7;PSMD13;UBA6;UHRF1;UBR4;RNF8;NEDD4L;RCHY1;CBL;RNF213;ZNRF3;RNF217;UBR5;PSMF1;RFFL;UBL4A;RANBP2;RNF20;RANBP1;UBE2H;UBE2I;HACE1;UBE2B;UBE2C;AMFR;BFAR;UBE2G1;UBE2G2;NTAN1;FBXL14;PINK1;NPLOC4;PSMC6;NEDD4;PSMC2;KLHL8;TTC3;PCYOX1L;RLIM;UBA1;TRIM32;TAF1
