logFC	logCPM	F	PValue	FDR	rank
SLC9A7	-0.761856094011643	5.73721718863799	85.1205823867842	9.65264628876429e-07	5.98049793238632e-05	-6.01535360779025
MYLIP	0.765718142567764	5.48665093632908	84.9241832296323	9.77002936859584e-07	6.01235317522215e-05	6.01010413079505
PIK3C3	-0.714732440227413	6.9417382765083	84.8954238213274	9.78735796742315e-07	6.01235317522215e-05	-6.00933452730048
CREB3L2	-0.897239386208649	5.81397661360535	84.3048604300843	1.01512695553498e-06	6.20947997038262e-05	-5.99347963987847
RCSD1	-1.0940490523807	6.10594866472793	83.8877366151619	1.0417856689676e-06	6.34566156844567e-05	-5.98222162111248
PFKM	0.838026673991852	5.29849347921453	83.7353790361804	1.05172653422882e-06	6.37929590257447e-05	5.97809716903631
GLRX5	0.689360874659784	7.1609697745196	83.3839277408672	1.0750838692669e-06	6.49368650072674e-05	5.96855765431672
SLC16A10	2.24469446243514	2.55621778951181	82.8925194077613	1.10876787095512e-06	6.65302450967701e-05	5.95515936721014
SIPA1L1	-0.7425837703872	5.90567874596449	82.8651366543616	1.11068087200898e-06	6.65302450967701e-05	-5.954410707427
TPGS2	-0.629404262043264	7.28247005205229	82.5819237231592	1.13069471924947e-06	6.74492106077905e-05	-5.94665463613724
RELCH	-0.745285753489338	6.38766839354831	81.9352349113618	1.17799700731861e-06	6.99817481384832e-05	-5.92885581286527
RAB31	4.09542819101051	0.534193485461043	81.8108824075013	1.18735606783224e-06	7.0033140078219e-05	5.92541902400606
GPSM1	3.44242299444172	0.820307811191603	81.7949077345506	1.18856465220031e-06	7.0033140078219e-05	5.92497718976233
ISG20	2.25131414798108	2.32027375558967	80.7322623934646	1.27229118525446e-06	7.46617705298107e-05	5.89541348170895
TMSB10	-0.623843848068351	8.32515024414342	80.6536699010364	1.27875295591602e-06	7.47371565651967e-05	-5.89321334938025
APBB1IP	-0.699957768178101	5.96826913865169	79.9949936763767	1.3344443757363e-06	7.76775766456826e-05	-5.87469952439746
PSMB9	-1.13941632351167	4.01101268914661	79.5070697136796	1.37753208644533e-06	7.98636674695773e-05	-5.86089827646612
SEMA3E	-2.52231423777598	2.02717926953068	79.3815127650952	1.38888170077081e-06	8.01995849293099e-05	-5.8573347441043
LPGAT1	-0.686432309946762	6.35109092217487	79.1223350346553	1.41265761777474e-06	8.12475114350445e-05	-5.84996308424419
CHST2	0.933837870629031	6.20335892947752	78.8001108735299	1.44288420715162e-06	8.2656652438257e-05	5.84076852005888
SH3KBP1	-1.65690169165632	3.25005134265759	78.1600741772898	1.50519677196029e-06	8.56769216490312e-05	-5.8224067217376
TSHZ1	-1.12700784063619	3.72129014099827	78.1372435792267	1.50747700878733e-06	8.56769216490312e-05	-5.82174930275858
RNF125	-1.24243358145554	3.93555023879908	77.3475928772027	1.58888937519359e-06	8.99498314521359e-05	-5.79890633905155
FRY	2.66481343915026	1.7537785324185	77.2798530643666	1.59610979328276e-06	9.00056288118358e-05	5.79693723768653
ZNF443	-3.35385093390542	1.32541818748022	77.1513123504787	1.60991679406649e-06	9.04309682456961e-05	-5.79319656919273
MAK	-0.766729003069272	5.43446475666142	76.9769464875622	1.62886995737505e-06	9.08515880097276e-05	-5.78811358668524
SLFN14	1.51193224279176	2.58777830640552	76.9667004110689	1.62999177712105e-06	9.08515880097276e-05	5.78781458649172
TYMS	-0.603732618975734	6.38760682204844	76.8034654168744	1.64798646949753e-06	9.15012795141012e-05	-5.78304635832257
RPS6KL1	1.31091006218531	4.6770744218806	76.5018003662353	1.68185663687139e-06	9.28399486622999e-05	5.77421102665298
ROCK1	-0.618455891528799	7.46561977000231	76.4745258652087	1.68495889093396e-06	9.28399486622999e-05	-5.77341069043557
DENND2C	1.46360244305444	3.19702614184284	75.9809255753936	1.74227544263339e-06	9.56330353226451e-05	5.7588831847133
IGF2BP1	0.777678634044348	6.04989277718913	75.6876102482394	1.77741489655881e-06	9.71922782072838e-05	5.75021118431956
C11orf96	2.65865079605238	1.61256094602492	75.5511541934398	1.79404461152626e-06	9.77314264603515e-05	5.74616676179427
MXRA7	2.21471446195562	2.09180240482888	75.3478443958266	1.81916051358543e-06	9.87270720831551e-05	5.74012897928237
SMPDL3B	1.57029927823195	2.81464947451787	75.1053168752714	1.8496610502803e-06	0.000100006392965717	5.732907848613
SLFN13	0.718761919624567	5.51589599162013	74.5931910773816	1.916053819268e-06	0.00010320952587669	5.71759229636246
BCKDHB	-0.642369802893737	7.25667810093018	74.4689242125537	1.93258172766797e-06	0.000103712824611951	-5.7138621309803
SORBS1	-1.39776111379358	3.08504090140751	74.2337679110616	1.96431692795751e-06	0.000104664519447186	-5.70678844070441
BAIAP2L2	2.82371545825998	1.4113131904005	74.2301048717611	1.96481606886862e-06	0.000104664519447186	5.70667809873089
GSTM4	-1.09866884807043	3.91247929514514	74.0229128653497	1.99329197403523e-06	0.000105791040210193	-5.70042908191919
ACSL6	3.82545655909782	0.315909417359729	73.8835058345493	2.01272346539806e-06	0.000106431047423027	5.69621589013946
ST8SIA1	-1.43054338088272	3.26635609650441	73.8005878329686	2.0243862134732e-06	0.0001066570780208	-5.69370662899657
DECR1	-0.613347537333744	8.21968954942618	73.5647210332156	2.05799656894256e-06	0.000108033594433654	-5.68655535362147
SFMBT2	1.82185427976384	2.66962908796515	73.4277665582595	2.07781164574175e-06	0.00010814064822041	5.68239382392155
PRKCB	-0.668963801076546	7.86655024646427	73.4057644520143	2.0810157564271e-06	0.00010814064822041	-5.68172463151185
DDN	1.65124550331223	3.96277198312625	73.3676846063712	2.08657489528927e-06	0.00010814064822041	5.68056602215424
KIF26A	1.16753069041939	6.91449171932191	73.3442814274338	2.09000005912265e-06	0.00010814064822041	5.67985370160347
SLC30A10	4.73068517880056	0.736470443256105	73.2029613244652	2.11082323089716e-06	0.000108625992401074	5.67554813479294
TMEM154	2.15949371576355	2.33110754054761	73.1786526194371	2.11442947247865e-06	0.000108625992401074	5.67480679631711
RAB11FIP4	3.63359990671224	1.27866112947641	72.9822352163571	2.14383424542488e-06	0.000109746067967921	5.6688087959756
ACSL5	-0.809133484133934	4.98499177754591	72.3948194147363	2.23467043998076e-06	0.000113991881524955	-5.65078651577639
ERG	-5.87551823519525	0.526349054348873	72.338935533662	2.24354439212773e-06	0.000114041573397028	-5.64906533283232
PLIN5	1.74906484988696	2.86437230909461	72.2562980675374	2.25674227650813e-06	0.00011407476172696	5.6465180351984
ARHGEF6	-0.596628017606348	8.1844952177212	72.2359776402567	2.26000151384805e-06	0.00011407476172696	-5.64589126994303
FLNB	-0.728331020837405	6.26082694166283	71.8699744948083	2.31965892490723e-06	0.000116678035679306	-5.63457586766092
CPS1	2.26699131939371	1.40012292266085	71.2292344339528	2.42859235219686e-06	0.000121733191653868	5.61464537694002
RTTN	-0.617515000222761	6.57682840915639	70.9936676118507	2.47013810301049e-06	0.000123387244481175	-5.60727876508093
IRAK2	2.64288145493204	1.33996067496505	70.931055405465	2.48132018184866e-06	0.000123518407397128	5.60531719210095
HOOK1	0.753901965968233	5.28479859818276	70.8031346836567	2.50435047735499e-06	0.000124236438113734	5.6013048928218
SERPINB1	2.36166473279846	1.66523454007238	70.6721785019786	2.52818670506102e-06	0.000124989394774866	5.59719085682018
MYL12A	-0.602714679432308	6.66830849934331	70.5561958264106	2.54951935293763e-06	0.000125613861361801	-5.59354168703358
LRRK2	5.93699699304192	0.638497272528643	70.3834963596212	2.58167535690677e-06	0.000126575647322352	5.58809837073278
IRAK3	-0.761969079024616	6.54878132250819	70.357395852926	2.58657633417108e-06	0.000126575647322352	-5.58727470031305
KNDC1	3.63967579039741	0.421017428872449	70.1967561430231	2.61698092078977e-06	0.000127550153705137	5.58219944359089
HEPACAM2	2.25300205494061	1.79561569293794	70.0987890329307	2.63572855725341e-06	0.000127550153705137	5.5790993179616
PSMG2	-0.59802238624155	6.92216935799139	70.045779705747	2.64593825935791e-06	0.000127550153705137	-5.57742029391004
PIAS2	-0.670420412985005	6.85552482506646	70.0259229333827	2.64977461835413e-06	0.000127550153705137	-5.57679106423971
EXT1	-0.931512691709083	4.26424567241267	69.9832946496677	2.65803246751257e-06	0.000127550153705137	-5.57543971851164
LMAN1	-0.630362741272352	8.17752245609639	69.9757158771424	2.65950375902232e-06	0.000127550153705137	-5.57519939149813
ALAS2	0.613819796507816	7.69485579062025	69.9094510196602	2.67240862925328e-06	0.000127744672092385	5.57309713457174
CPNE4	-1.6946441691152	3.35516268128801	69.7240017930943	2.70891546410548e-06	0.000128812675338451	-5.56720454758601
ERVMER34-1	1.38489001953491	2.68027120777054	69.7054615130508	2.71259720856809e-06	0.000128812675338451	5.56661468949797
AZU1	2.90061864024593	1.96519640169678	69.2516928637189	2.80455844791499e-06	0.000132612929876756	5.55213550472116
MYO1G	-1.17384380290287	3.96749190904883	69.2205753898429	2.81099726671428e-06	0.000132612929876756	-5.55113957668053
ERAP2	-0.938446900170993	4.21092173342834	68.7429468197052	2.91203087344768e-06	0.000136931849150132	-5.53580402493012
PROKR1	-2.65885249791648	1.17577533663745	68.6752660922555	2.92668850607884e-06	0.000137174270369332	-5.53362349802741
TANC2	-0.92520416082331	4.5645768547172	68.3943948553347	2.98844645626757e-06	0.000139615576189899	-5.52455452097664
MTUS1	3.87906352203662	0.352803127624883	68.2221787519667	3.02706718393127e-06	0.000140781720289373	5.51897794003225
LIF	-1.13170549564744	4.02512323954028	68.1569402767731	3.04184965547117e-06	0.000140781720289373	-5.51686225491577
FAM184B	1.00050893112797	4.27752503778643	68.1533574042333	3.04266394640374e-06	0.000140781720289373	5.51674601158592
MUC1	1.04757752783085	4.58561738214782	67.3007557146166	3.24389818668363e-06	0.000149613144482316	5.48893278505748
FUT1	0.755731200649263	5.77834539465879	67.2289448666013	3.26154717636731e-06	0.000149948073369549	5.48657633528105
YES1	-0.772949365356976	6.40743445850973	66.900153746562	3.34380271827281e-06	0.000153241701717417	-5.47575935350961
CEBPA	1.54987733378531	3.21073248965737	66.5523631446377	3.43346556414832e-06	0.000156852876215333	5.4642673039929
RPL7P16	-1.78573910893442	2.34263073902378	66.3685251030008	3.48199529683926e-06	0.000158568088659847	-5.45817181982355
TPM4	-0.661624406341923	6.61814170219223	66.2020968648036	3.5266224268078e-06	0.000160095350167917	-5.45264103501116
ACAP2	-0.67460060329577	8.42711041880784	66.0458592201048	3.56912697095599e-06	0.000161299232025911	-5.44743800183288
TRPS1	1.58307160537304	2.75822325480584	66.0226623464046	3.57548865671181e-06	0.000161299232025911	5.4466645954263
EMILIN1	1.30062603116744	3.08422338659444	65.9502670200329	3.59542836357869e-06	0.000161693469958324	5.44424935984139
TAF7L	2.47882610666689	1.88426434985723	65.5664966531176	3.70332750013095e-06	0.000166028682583511	5.43140787984619
MCTP2	-0.803310734512156	5.21264420784329	65.3765878170762	3.7581200743755e-06	0.000167825955098504	-5.42502934802325
PPP1R26	-1.14315039581796	5.18330559113579	65.3472555503954	3.76666732141282e-06	0.000167825955098504	-5.4240427357444
ST6GALNAC1	1.19794685102649	4.53199417062073	65.0008912587899	3.86933515843023e-06	0.00017186991491415	5.41236365044092
RNF130	-0.594891042946727	7.55651048043636	64.6879727884563	3.9649135178007e-06	0.000175575127432426	-5.40176628102016
ARHGAP5	0.82460464459417	4.79101420556866	64.5802958726566	3.99843930010477e-06	0.00017651825607435	5.39810949257648
PCGF5	0.574577086897395	6.34011793774201	64.3782380335965	4.06225034340082e-06	0.000178263495804536	5.39123331593678
ARG1	1.63443637348818	2.11327308811963	64.3769245474555	4.06266903018096e-06	0.000178263495804536	5.39118855651209
EPG5	-0.568465744809763	7.0599295782075	64.2412925332993	4.10617611034149e-06	0.000179626540390575	-5.38656242805132
RGS10	1.08753076479818	4.77905351257693	63.8337628022105	4.24021739730595e-06	0.000184929843950177	5.37261187641906
COL9A3	3.00125703426151	0.855560683779044	63.7102074229827	4.28186277419035e-06	0.000186183647615096	5.36836725515622
HDHD2	-0.625351448744426	5.72224776494239	63.6650731776966	4.29719483300923e-06	0.000186289203030995	-5.36681495514026
IFIT2	1.29056766071607	3.06058954472352	63.5450749776352	4.3382714757676e-06	0.000187506847377788	5.36268327465036
TLCD4	0.715406982575139	7.35736662879321	63.4504627937232	4.3709822950063e-06	0.000188004793715528	5.35942095264936
ME2	-0.595685638699919	6.66189202051674	63.4364862040413	4.37583892272218e-06	0.000188004793715528	-5.35893867302299
SLC35F2	-1.39589026120472	3.14061778556353	62.8770653596201	4.57551398204082e-06	0.000196000355622378	-5.33956011317651
GRHL1	1.40979582830453	2.70030162422386	62.6205418333862	4.67062826153393e-06	0.000199372801338992	5.33062469712863
VENTX	5.38158173478195	0.848541465232502	62.5820247124188	4.68510856753202e-06	0.000199372801338992	5.32928034079888
VAPA	-0.555312606611596	7.81293289788002	62.5540083151973	4.69567417949967e-06	0.000199372801338992	-5.32830204526864
FRMD4A	2.12215787358791	2.08490062794553	62.4771141800681	4.72481622263059e-06	0.000200021838680045	5.32561507922872
FAM210B	0.641955536001991	7.68481489472845	62.2629635221053	4.80709883433992e-06	0.000202910171849506	5.31811694864997
FCHO1	1.00063367297361	4.59422805545468	62.1810829777787	4.83900178684374e-06	0.000203661311355324	5.31524421752431
CMTM4	0.933593802892502	4.23891315988373	62.1208916418492	4.86261202996317e-06	0.000204060079257408	5.31313037981856
LCN15	2.39320653316557	0.942707209229701	61.62353725885	5.06294506628545e-06	0.000211851231817092	5.29559678474797
FYTTD1	-0.838074512453597	5.32717359319208	61.1947055530038	5.24346343130317e-06	0.000218770630330325	-5.28038175648364
CDKN2AIP	-0.613622476501513	7.23283253123073	60.8720169073964	5.38427559087044e-06	0.000223998277895694	-5.26887271911633
OPLAH	1.63031536692935	4.11294990565275	60.5157151584201	5.54492437207042e-06	0.000230018759296576	5.25610437287217
FAM117B	-0.689700641986143	5.63209835776716	60.1598991218441	5.71097828821395e-06	0.000236228316815635	-5.24328949091679
KLHL6	-0.795875361058457	4.80477874792907	60.1002574275609	5.73937803327449e-06	0.000236724746538145	-5.24113516881323
RUNDC3A	3.37302691152964	0.420538604281984	59.8215726101498	5.87428956029139e-06	0.000241598986018138	5.23104464968634
FZD5	0.77895813799096	4.73881409453791	59.7860944001776	5.89172943245352e-06	0.000241627858201418	5.22975720559901
CD70	-0.908214111779449	4.61077347333778	59.3938331951667	6.08864509181414e-06	0.000248996262168354	-5.2154793403089
PGGHG	1.74613629962232	1.77039908634494	58.9990474058117	6.29464680405446e-06	0.000256693562890763	5.20102863336446
TMX3	-0.664927272766541	6.99196677151513	58.7515547993292	6.42794852996282e-06	0.000261207593114898	-5.19192760938888
UGCG	0.794995093602761	5.70634195333545	58.7266794983015	6.44152834226266e-06	0.000261207593114898	5.1910110780031
ARSD	-3.21984754800623	0.587905985284602	58.6080716426104	6.50674154362344e-06	0.000263112943764	-5.18663644367454
NIPAL2	-0.609348193220675	6.40711506033155	58.4863944275227	6.57444640923973e-06	0.000265108123921187	-5.18214081037194
RALB	-0.527768508828536	7.29522894483202	58.3795763931067	6.63456332600748e-06	0.000266787064552212	-5.17818765627298
TRIM6	-0.950453208397007	4.60004221442142	58.2499230747341	6.70839797260018e-06	0.000269006758701267	-5.17338118098286
THBD	6.90537059778551	-0.154719348406086	74.810331973329	6.75416910572218e-06	0.000269501943234043	5.17042807003128
WNK3	-0.711828534282934	7.04863753715699	58.1636103936938	6.75808419581071e-06	0.000269501943234043	-5.17017640185556
ALDH9A1	-0.786536939701991	5.00133820779162	58.0238265643123	6.8394674984657e-06	0.000271996013244768	-5.16497770989983
STC2	1.8168189237699	3.11328568094114	57.9432819379009	6.88688177474455e-06	0.000273129190385199	5.16197737236778
HBM	2.94469530106277	3.08313273940357	57.7515288412496	7.0013171468473e-06	0.000276906888580514	5.15482024915764
GABARAPL1	1.56632050554107	2.40364755498687	57.4928346799454	7.15924599812828e-06	0.000282379440516338	5.14513271457697
RCN1	-1.22662157515751	3.33114023711089	57.28215540852	7.29094759850935e-06	0.000286482758115012	-5.13721602311427
SNRPD1	-0.527182183351744	7.48541558929479	57.2558070209573	7.3076173234964e-06	0.000286482758115012	-5.13622420333446
SLC44A1	-0.680322426938971	6.70119791113325	57.2318487121652	7.3228136425907e-06	0.000286482758115012	-5.13532201803089
NLRP2	-0.829431925820887	4.51629655302118	57.0249658141454	7.45558513855486e-06	0.000290248981936693	-5.12751826603083
GSAP	-1.22689570504307	3.90648679377384	57.0192482855194	7.45929428501753e-06	0.000290248981936693	-5.12730225866948
HLA-A	1.08238538797231	3.71103802956169	56.9253914121438	7.52049195554685e-06	0.000291843607178157	5.12375374895742
DCBLD2	-0.654034959681555	5.66942930859071	56.7498622771502	7.63652621151677e-06	0.000295551990320258	-5.11710415323749
SULT2A1	2.83186542399852	0.938806556576187	56.6878009357559	7.67805237673129e-06	0.000296364609921104	5.11474892961796
VIM-AS1	-1.07998300235045	3.42500587404555	56.5577626742688	7.76592265634617e-06	0.000298956958578702	-5.10980693906545
LRRC3B	-6.83535643680024	-0.232111015268741	72.2797634635991	7.85080177378015e-06	0.000301420676612474	-5.10508598807674
ENOSF1	-0.580873149470414	7.3764035746316	56.2155511963135	8.00284390492077e-06	0.000306443115680202	-5.09675565391607
TERT	1.09242065404008	4.18856472832775	56.1744674438585	8.03185187153554e-06	0.00030674024766531	5.09518430965722
DDX60	-0.888013034618978	4.16037484642745	56.1183359550828	8.07168365991089e-06	0.000307209286288683	-5.09303586701981
HBBP1	3.72162962027054	3.30536289801416	56.0972658159398	8.0866949840468e-06	0.000307209286288683	5.0922289374067
SLC25A48-AS1	1.75860291968411	1.9790997330031	55.9423039776244	8.19810586252265e-06	0.000310013604809676	5.08628647791845
SASH1	-1.71307452846049	2.11065710957879	55.9349143883829	8.2034633580837e-06	0.000310013604809676	-5.08600275740238
FZD3	-0.600895906780839	6.50406160318645	55.8114403603977	8.2935916180887e-06	0.000312601275714696	-5.08125735339172
GRAP2	1.7501175041656	2.64273244855624	55.7367361363277	8.34868341293474e-06	0.000313344025038918	5.07838200734039
ERFE	1.25903437587242	4.90702022959748	55.7259017521325	8.3567088972003e-06	0.000313344025038918	5.07796472605366
